instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,weathersit_day,temp_day,atemp_day,hum_day,windspeed_day,casual_day,registered_day,cnt_day
3484,2011-05-30,spring,2011,May,1,yes,monday,no,1,26.240000000000002,28.03,94.0,13.43,26,53,79,1,30.066653000000002,33.5546,68.5,13.1225,1549,2549,4098
3485,2011-05-30,spring,2011,May,2,yes,monday,no,1,26.240000000000002,28.03,94.0,19.400000000000002,17,28,45,1,30.066653000000002,33.5546,68.5,13.1225,1549,2549,4098
3486,2011-05-30,spring,2011,May,3,yes,monday,no,1,26.240000000000002,28.03,94.0,19.400000000000002,10,8,18,1,30.066653000000002,33.5546,68.5,13.1225,1549,2549,4098
3487,2011-05-30,spring,2011,May,4,yes,monday,no,1,25.419999999999998,27.275,94.0,16.42,2,4,6,1,30.066653000000002,33.5546,68.5,13.1225,1549,2549,4098
3488,2011-05-30,spring,2011,May,5,yes,monday,no,2,25.419999999999998,27.275,94.0,10.45,1,6,7,1,30.066653000000002,33.5546,68.5,13.1225,1549,2549,4098
3489,2011-05-30,spring,2011,May,6,yes,monday,no,2,26.240000000000002,28.03,94.0,8.959999999999999,6,10,16,1,30.066653000000002,33.5546,68.5,13.1225,1549,2549,4098
3490,2011-05-30,spring,2011,May,7,yes,monday,no,2,26.240000000000002,28.03,94.0,0.0,12,19,31,1,30.066653000000002,33.5546,68.5,13.1225,1549,2549,4098
3491,2011-05-30,spring,2011,May,8,yes,monday,no,2,27.060000000000002,29.544999999999998,89.0,10.45,36,58,94,1,30.066653000000002,33.5546,68.5,13.1225,1549,2549,4098
3492,2011-05-30,spring,2011,May,9,yes,monday,no,1,29.52,34.849999999999994,74.0,8.959999999999999,47,81,128,1,30.066653000000002,33.5546,68.5,13.1225,1549,2549,4098
3493,2011-05-30,spring,2011,May,10,yes,monday,no,1,32.800000000000004,37.88,55.00000000000001,25.369999999999997,116,153,269,1,30.066653000000002,33.5546,68.5,13.1225,1549,2549,4098
3494,2011-05-30,spring,2011,May,11,yes,monday,no,1,33.62,38.635000000000005,52.0,0.0,153,168,321,1,30.066653000000002,33.5546,68.5,13.1225,1549,2549,4098
3495,2011-05-30,spring,2011,May,12,yes,monday,no,1,35.26,40.150000000000006,47.0,10.45,179,187,366,1,30.066653000000002,33.5546,68.5,13.1225,1549,2549,4098
3496,2011-05-30,spring,2011,May,13,yes,monday,no,1,35.26,39.395,44.0,8.959999999999999,133,217,350,1,30.066653000000002,33.5546,68.5,13.1225,1549,2549,4098
3497,2011-05-30,spring,2011,May,14,yes,monday,no,1,36.08,40.150000000000006,39.0,0.0,142,185,327,1,30.066653000000002,33.5546,68.5,13.1225,1549,2549,4098
3498,2011-05-30,spring,2011,May,15,yes,monday,no,1,36.08,40.150000000000006,39.0,25.369999999999997,132,179,311,1,30.066653000000002,33.5546,68.5,13.1225,1549,2549,4098
3499,2011-05-30,spring,2011,May,16,yes,monday,no,1,36.08,39.395,37.0,28.360000000000003,101,208,309,1,30.066653000000002,33.5546,68.5,13.1225,1549,2549,4098
3500,2011-05-30,spring,2011,May,17,yes,monday,no,1,35.26,39.395,41.0,22.39,102,202,304,1,30.066653000000002,33.5546,68.5,13.1225,1549,2549,4098
3501,2011-05-30,spring,2011,May,18,yes,monday,no,1,35.26,39.395,41.0,16.42,77,172,249,1,30.066653000000002,33.5546,68.5,13.1225,1549,2549,4098
3502,2011-05-30,spring,2011,May,19,yes,monday,no,2,21.32,25.0,48.0,10.45,68,157,225,1,30.066653000000002,33.5546,68.5,13.1225,1549,2549,4098
3503,2011-05-30,spring,2011,May,20,yes,monday,no,1,31.16,35.605,57.99999999999999,0.0,69,168,237,1,30.066653000000002,33.5546,68.5,13.1225,1549,2549,4098
3504,2011-05-30,spring,2011,May,21,yes,monday,no,1,30.34,34.849999999999994,70.0,13.43,42,107,149,1,30.066653000000002,33.5546,68.5,13.1225,1549,2549,4098
3505,2011-05-30,spring,2011,May,22,yes,monday,no,1,29.52,34.849999999999994,74.0,16.42,26,80,106,1,30.066653000000002,33.5546,68.5,13.1225,1549,2549,4098
3506,2011-05-30,spring,2011,May,23,yes,monday,no,1,28.7,33.335,84.0,10.45,14,34,48,1,30.066653000000002,33.5546,68.5,13.1225,1549,2549,4098
3507,2011-05-31,spring,2011,May,0,no,tuesday,yes,1,28.7,33.335,79.0,8.959999999999999,9,20,29,1,31.775000000000002,36.26915,63.6667,11.1329,673,3309,3982
3508,2011-05-31,spring,2011,May,1,no,tuesday,yes,1,27.880000000000003,31.819999999999997,89.0,8.959999999999999,8,9,17,1,31.775000000000002,36.26915,63.6667,11.1329,673,3309,3982
3509,2011-05-31,spring,2011,May,2,no,tuesday,yes,2,27.060000000000002,29.544999999999998,94.0,13.43,5,7,12,1,31.775000000000002,36.26915,63.6667,11.1329,673,3309,3982
3510,2011-05-31,spring,2011,May,3,no,tuesday,yes,2,26.240000000000002,28.03,94.0,0.0,1,3,4,1,31.775000000000002,36.26915,63.6667,11.1329,673,3309,3982
3511,2011-05-31,spring,2011,May,4,no,tuesday,yes,1,27.060000000000002,30.305,83.0,8.959999999999999,0,3,3,1,31.775000000000002,36.26915,63.6667,11.1329,673,3309,3982
3512,2011-05-31,spring,2011,May,5,no,tuesday,yes,1,27.060000000000002,30.305,83.0,8.959999999999999,0,26,26,1,31.775000000000002,36.26915,63.6667,11.1329,673,3309,3982
3513,2011-05-31,spring,2011,May,6,no,tuesday,yes,1,27.880000000000003,31.819999999999997,79.0,8.959999999999999,11,98,109,1,31.775000000000002,36.26915,63.6667,11.1329,673,3309,3982
3514,2011-05-31,spring,2011,May,7,no,tuesday,yes,1,30.34,34.849999999999994,66.0,10.45,16,219,235,1,31.775000000000002,36.26915,63.6667,11.1329,673,3309,3982
3515,2011-05-31,spring,2011,May,8,no,tuesday,yes,1,31.98,37.12,59.0,13.43,34,372,406,1,31.775000000000002,36.26915,63.6667,11.1329,673,3309,3982
3516,2011-05-31,spring,2011,May,9,no,tuesday,yes,1,32.800000000000004,37.88,55.00000000000001,13.43,22,153,175,1,31.775000000000002,36.26915,63.6667,11.1329,673,3309,3982
3517,2011-05-31,spring,2011,May,10,no,tuesday,yes,1,33.62,39.395,56.00000000000001,13.43,37,72,109,1,31.775000000000002,36.26915,63.6667,11.1329,673,3309,3982
3518,2011-05-31,spring,2011,May,11,no,tuesday,yes,1,35.26,40.150000000000006,47.0,0.0,28,78,106,1,31.775000000000002,36.26915,63.6667,11.1329,673,3309,3982
3519,2011-05-31,spring,2011,May,12,no,tuesday,yes,1,35.26,40.150000000000006,47.0,13.43,37,125,162,1,31.775000000000002,36.26915,63.6667,11.1329,673,3309,3982
3520,2011-05-31,spring,2011,May,13,no,tuesday,yes,1,36.9,41.665,39.0,16.42,37,110,147,1,31.775000000000002,36.26915,63.6667,11.1329,673,3309,3982
3521,2011-05-31,spring,2011,May,14,no,tuesday,yes,1,36.9,40.910000000000004,37.0,0.0,41,99,140,1,31.775000000000002,36.26915,63.6667,11.1329,673,3309,3982
3522,2011-05-31,spring,2011,May,15,no,tuesday,yes,1,36.9,40.910000000000004,37.0,16.42,42,133,175,1,31.775000000000002,36.26915,63.6667,11.1329,673,3309,3982
3523,2011-05-31,spring,2011,May,16,no,tuesday,yes,1,36.9,41.665,39.0,13.43,44,205,249,1,31.775000000000002,36.26915,63.6667,11.1329,673,3309,3982
3524,2011-05-31,spring,2011,May,17,no,tuesday,yes,1,34.44,40.150000000000006,53.0,22.39,67,428,495,1,31.775000000000002,36.26915,63.6667,11.1329,673,3309,3982
3525,2011-05-31,spring,2011,May,18,no,tuesday,yes,1,34.44,40.150000000000006,53.0,19.400000000000002,55,362,417,1,31.775000000000002,36.26915,63.6667,11.1329,673,3309,3982
3526,2011-05-31,spring,2011,May,19,no,tuesday,yes,1,31.98,37.12,62.0,10.45,39,246,285,1,31.775000000000002,36.26915,63.6667,11.1329,673,3309,3982
3527,2011-05-31,spring,2011,May,20,no,tuesday,yes,1,31.98,37.12,62.0,10.45,38,213,251,1,31.775000000000002,36.26915,63.6667,11.1329,673,3309,3982
3528,2011-05-31,spring,2011,May,21,no,tuesday,yes,1,31.16,36.364999999999995,66.0,10.45,45,165,210,1,31.775000000000002,36.26915,63.6667,11.1329,673,3309,3982
3529,2011-05-31,spring,2011,May,22,no,tuesday,yes,1,30.34,34.849999999999994,70.0,16.42,42,117,159,1,31.775000000000002,36.26915,63.6667,11.1329,673,3309,3982
3530,2011-05-31,spring,2011,May,23,no,tuesday,yes,1,29.52,34.849999999999994,79.0,8.959999999999999,15,46,61,1,31.775000000000002,36.26915,63.6667,11.1329,673,3309,3982
3531,2011-06-01,spring,2011,June,0,no,wednesday,yes,1,28.7,33.335,79.0,16.42,9,25,34,2,31.330847000000002,36.04835,67.7083,20.7092,513,3461,3974
3532,2011-06-01,spring,2011,June,1,no,wednesday,yes,1,28.7,33.335,84.0,25.369999999999997,8,9,17,2,31.330847000000002,36.04835,67.7083,20.7092,513,3461,3974
3533,2011-06-01,spring,2011,June,2,no,wednesday,yes,1,28.7,33.335,79.0,16.42,0,3,3,2,31.330847000000002,36.04835,67.7083,20.7092,513,3461,3974
3534,2011-06-01,spring,2011,June,3,no,wednesday,yes,1,27.880000000000003,31.819999999999997,89.0,19.400000000000002,0,6,6,2,31.330847000000002,36.04835,67.7083,20.7092,513,3461,3974
3535,2011-06-01,spring,2011,June,4,no,wednesday,yes,2,27.880000000000003,31.819999999999997,89.0,22.39,0,4,4,2,31.330847000000002,36.04835,67.7083,20.7092,513,3461,3974
3536,2011-06-01,spring,2011,June,5,no,wednesday,yes,2,27.060000000000002,29.544999999999998,89.0,8.959999999999999,2,19,21,2,31.330847000000002,36.04835,67.7083,20.7092,513,3461,3974
3537,2011-06-01,spring,2011,June,6,no,wednesday,yes,2,27.880000000000003,31.819999999999997,89.0,8.959999999999999,7,121,128,2,31.330847000000002,36.04835,67.7083,20.7092,513,3461,3974
3538,2011-06-01,spring,2011,June,7,no,wednesday,yes,2,28.7,33.335,79.0,16.42,19,265,284,2,31.330847000000002,36.04835,67.7083,20.7092,513,3461,3974
3539,2011-06-01,spring,2011,June,8,no,wednesday,yes,2,29.52,34.849999999999994,79.0,19.400000000000002,37,417,454,2,31.330847000000002,36.04835,67.7083,20.7092,513,3461,3974
3540,2011-06-01,spring,2011,June,9,no,wednesday,yes,2,30.34,35.605,74.0,22.39,34,173,207,2,31.330847000000002,36.04835,67.7083,20.7092,513,3461,3974
3541,2011-06-01,spring,2011,June,10,no,wednesday,yes,2,31.16,37.12,75.0,25.369999999999997,31,84,115,2,31.330847000000002,36.04835,67.7083,20.7092,513,3461,3974
3542,2011-06-01,spring,2011,June,11,no,wednesday,yes,2,33.62,40.150000000000006,59.0,22.39,26,86,112,2,31.330847000000002,36.04835,67.7083,20.7092,513,3461,3974
3543,2011-06-01,spring,2011,June,12,no,wednesday,yes,1,35.26,41.665,53.0,0.0,32,137,169,2,31.330847000000002,36.04835,67.7083,20.7092,513,3461,3974
3544,2011-06-01,spring,2011,June,13,no,wednesday,yes,1,36.9,40.910000000000004,37.0,19.400000000000002,29,125,154,2,31.330847000000002,36.04835,67.7083,20.7092,513,3461,3974
3545,2011-06-01,spring,2011,June,14,no,wednesday,yes,1,36.9,40.910000000000004,37.0,25.369999999999997,40,105,145,2,31.330847000000002,36.04835,67.7083,20.7092,513,3461,3974
3546,2011-06-01,spring,2011,June,15,no,wednesday,yes,1,36.9,41.665,39.0,29.849999999999998,25,127,152,2,31.330847000000002,36.04835,67.7083,20.7092,513,3461,3974
3547,2011-06-01,spring,2011,June,16,no,wednesday,yes,1,35.26,40.150000000000006,47.0,29.849999999999998,39,227,266,2,31.330847000000002,36.04835,67.7083,20.7092,513,3461,3974
3548,2011-06-01,spring,2011,June,17,no,wednesday,yes,1,35.26,40.150000000000006,47.0,29.849999999999998,52,434,486,2,31.330847000000002,36.04835,67.7083,20.7092,513,3461,3974
3549,2011-06-01,spring,2011,June,18,no,wednesday,yes,3,33.62,39.395,56.00000000000001,38.81,31,278,309,2,31.330847000000002,36.04835,67.7083,20.7092,513,3461,3974
3550,2011-06-01,spring,2011,June,19,no,wednesday,yes,2,30.34,35.605,79.0,16.42,16,248,264,2,31.330847000000002,36.04835,67.7083,20.7092,513,3461,3974
3551,2011-06-01,spring,2011,June,20,no,wednesday,yes,2,30.34,35.605,79.0,25.369999999999997,23,233,256,2,31.330847000000002,36.04835,67.7083,20.7092,513,3461,3974
3552,2011-06-01,spring,2011,June,21,no,wednesday,yes,1,30.34,34.849999999999994,70.0,28.360000000000003,29,161,190,2,31.330847000000002,36.04835,67.7083,20.7092,513,3461,3974
3553,2011-06-01,spring,2011,June,22,no,wednesday,yes,1,30.34,34.849999999999994,66.0,13.43,14,115,129,2,31.330847000000002,36.04835,67.7083,20.7092,513,3461,3974
3554,2011-06-01,spring,2011,June,23,no,wednesday,yes,1,30.34,33.335,51.0,16.42,10,59,69,2,31.330847000000002,36.04835,67.7083,20.7092,513,3461,3974
3555,2011-06-02,spring,2011,June,0,no,thursday,yes,1,30.34,32.574999999999996,40.0,35.82,11,31,42,1,29.314999999999998,32.1971,30.5,29.228700000000003,736,4232,4968
3556,2011-06-02,spring,2011,June,1,no,thursday,yes,1,29.52,32.574999999999996,38.0,10.45,3,12,15,1,29.314999999999998,32.1971,30.5,29.228700000000003,736,4232,4968
3557,2011-06-02,spring,2011,June,2,no,thursday,yes,1,28.7,31.819999999999997,39.0,0.0,0,6,6,1,29.314999999999998,32.1971,30.5,29.228700000000003,736,4232,4968
3558,2011-06-02,spring,2011,June,3,no,thursday,yes,1,27.060000000000002,31.06,44.0,10.45,0,4,4,1,29.314999999999998,32.1971,30.5,29.228700000000003,736,4232,4968
3559,2011-06-02,spring,2011,June,4,no,thursday,yes,1,27.060000000000002,31.06,41.0,19.400000000000002,0,3,3,1,29.314999999999998,32.1971,30.5,29.228700000000003,736,4232,4968
3560,2011-06-02,spring,2011,June,5,no,thursday,yes,1,27.060000000000002,31.06,39.0,22.39,3,28,31,1,29.314999999999998,32.1971,30.5,29.228700000000003,736,4232,4968
3561,2011-06-02,spring,2011,June,6,no,thursday,yes,1,27.060000000000002,31.06,39.0,13.43,7,106,113,1,29.314999999999998,32.1971,30.5,29.228700000000003,736,4232,4968
3562,2011-06-02,spring,2011,June,7,no,thursday,yes,1,28.7,31.819999999999997,34.0,25.369999999999997,19,285,304,1,29.314999999999998,32.1971,30.5,29.228700000000003,736,4232,4968
3563,2011-06-02,spring,2011,June,8,no,thursday,yes,1,28.7,31.819999999999997,32.0,29.849999999999998,25,442,467,1,29.314999999999998,32.1971,30.5,29.228700000000003,736,4232,4968
3564,2011-06-02,spring,2011,June,9,no,thursday,yes,1,29.52,31.819999999999997,26.0,35.82,28,197,225,1,29.314999999999998,32.1971,30.5,29.228700000000003,736,4232,4968
3565,2011-06-02,spring,2011,June,10,no,thursday,yes,1,29.52,32.574999999999996,28.000000000000004,49.25,33,106,139,1,29.314999999999998,32.1971,30.5,29.228700000000003,736,4232,4968
3566,2011-06-02,spring,2011,June,11,no,thursday,yes,1,30.34,32.574999999999996,28.000000000000004,38.81,42,123,165,1,29.314999999999998,32.1971,30.5,29.228700000000003,736,4232,4968
3567,2011-06-02,spring,2011,June,12,no,thursday,yes,1,31.16,33.335,25.0,46.27,39,193,232,1,29.314999999999998,32.1971,30.5,29.228700000000003,736,4232,4968
3568,2011-06-02,spring,2011,June,13,no,thursday,yes,1,32.800000000000004,34.089999999999996,24.0,35.82,35,168,203,1,29.314999999999998,32.1971,30.5,29.228700000000003,736,4232,4968
3569,2011-06-02,spring,2011,June,14,no,thursday,yes,1,31.98,33.335,24.0,32.84,43,142,185,1,29.314999999999998,32.1971,30.5,29.228700000000003,736,4232,4968
3570,2011-06-02,spring,2011,June,15,no,thursday,yes,1,32.800000000000004,34.089999999999996,21.0,38.81,44,144,188,1,29.314999999999998,32.1971,30.5,29.228700000000003,736,4232,4968
3571,2011-06-02,spring,2011,June,16,no,thursday,yes,1,32.800000000000004,34.089999999999996,22.0,49.25,63,255,318,1,29.314999999999998,32.1971,30.5,29.228700000000003,736,4232,4968
3572,2011-06-02,spring,2011,June,17,no,thursday,yes,1,31.16,32.574999999999996,20.0,52.239999999999995,88,484,572,1,29.314999999999998,32.1971,30.5,29.228700000000003,736,4232,4968
3573,2011-06-02,spring,2011,June,18,no,thursday,yes,1,30.34,32.574999999999996,22.0,38.81,74,451,525,1,29.314999999999998,32.1971,30.5,29.228700000000003,736,4232,4968
3574,2011-06-02,spring,2011,June,19,no,thursday,yes,1,29.52,31.819999999999997,23.0,29.849999999999998,58,321,379,1,29.314999999999998,32.1971,30.5,29.228700000000003,736,4232,4968
3575,2011-06-02,spring,2011,June,20,no,thursday,yes,1,28.7,31.819999999999997,24.0,19.400000000000002,51,286,337,1,29.314999999999998,32.1971,30.5,29.228700000000003,736,4232,4968
3576,2011-06-02,spring,2011,June,21,no,thursday,yes,1,27.060000000000002,31.06,31.0,19.400000000000002,33,215,248,1,29.314999999999998,32.1971,30.5,29.228700000000003,736,4232,4968
3577,2011-06-02,spring,2011,June,22,no,thursday,yes,1,26.240000000000002,31.06,33.0,25.369999999999997,14,141,155,1,29.314999999999998,32.1971,30.5,29.228700000000003,736,4232,4968
3578,2011-06-02,spring,2011,June,23,no,thursday,yes,1,25.419999999999998,31.06,35.0,22.39,23,89,112,1,29.314999999999998,32.1971,30.5,29.228700000000003,736,4232,4968
3579,2011-06-03,spring,2011,June,0,no,friday,yes,1,25.419999999999998,31.06,38.0,28.360000000000003,15,53,68,1,25.419999999999998,29.356650000000002,35.4167,25.312099999999997,898,4414,5312
3580,2011-06-03,spring,2011,June,1,no,friday,yes,1,24.599999999999998,31.06,38.0,35.82,7,15,22,1,25.419999999999998,29.356650000000002,35.4167,25.312099999999997,898,4414,5312
3581,2011-06-03,spring,2011,June,2,no,friday,yes,1,22.96,26.515,43.0,22.39,0,12,12,1,25.419999999999998,29.356650000000002,35.4167,25.312099999999997,898,4414,5312
3582,2011-06-03,spring,2011,June,3,no,friday,yes,1,22.14,25.759999999999998,49.0,22.39,0,5,5,1,25.419999999999998,29.356650000000002,35.4167,25.312099999999997,898,4414,5312
3583,2011-06-03,spring,2011,June,4,no,friday,yes,1,21.32,25.0,48.0,32.84,1,5,6,1,25.419999999999998,29.356650000000002,35.4167,25.312099999999997,898,4414,5312
3584,2011-06-03,spring,2011,June,5,no,friday,yes,1,21.32,25.0,48.0,35.82,4,24,28,1,25.419999999999998,29.356650000000002,35.4167,25.312099999999997,898,4414,5312
3585,2011-06-03,spring,2011,June,6,no,friday,yes,1,22.14,25.759999999999998,45.0,29.849999999999998,8,98,106,1,25.419999999999998,29.356650000000002,35.4167,25.312099999999997,898,4414,5312
3586,2011-06-03,spring,2011,June,7,no,friday,yes,1,22.14,25.759999999999998,45.0,25.369999999999997,25,252,277,1,25.419999999999998,29.356650000000002,35.4167,25.312099999999997,898,4414,5312
3587,2011-06-03,spring,2011,June,8,no,friday,yes,2,22.96,26.515,43.0,32.84,31,471,502,1,25.419999999999998,29.356650000000002,35.4167,25.312099999999997,898,4414,5312
3588,2011-06-03,spring,2011,June,9,no,friday,yes,1,23.779999999999998,27.275,40.0,16.42,36,194,230,1,25.419999999999998,29.356650000000002,35.4167,25.312099999999997,898,4414,5312
3589,2011-06-03,spring,2011,June,10,no,friday,yes,1,25.419999999999998,31.06,33.0,25.369999999999997,54,107,161,1,25.419999999999998,29.356650000000002,35.4167,25.312099999999997,898,4414,5312
3590,2011-06-03,spring,2011,June,11,no,friday,yes,1,26.240000000000002,31.06,31.0,32.84,57,135,192,1,25.419999999999998,29.356650000000002,35.4167,25.312099999999997,898,4414,5312
3591,2011-06-03,spring,2011,June,12,no,friday,yes,1,27.060000000000002,31.06,27.0,28.360000000000003,51,208,259,1,25.419999999999998,29.356650000000002,35.4167,25.312099999999997,898,4414,5312
3592,2011-06-03,spring,2011,June,13,no,friday,yes,1,27.880000000000003,31.06,26.0,25.369999999999997,58,190,248,1,25.419999999999998,29.356650000000002,35.4167,25.312099999999997,898,4414,5312
3593,2011-06-03,spring,2011,June,14,no,friday,yes,1,28.7,31.819999999999997,28.000000000000004,28.360000000000003,66,174,240,1,25.419999999999998,29.356650000000002,35.4167,25.312099999999997,898,4414,5312
3594,2011-06-03,spring,2011,June,15,no,friday,yes,1,28.7,31.819999999999997,28.000000000000004,28.360000000000003,56,156,212,1,25.419999999999998,29.356650000000002,35.4167,25.312099999999997,898,4414,5312
3595,2011-06-03,spring,2011,June,16,no,friday,yes,1,29.52,31.819999999999997,26.0,32.84,63,286,349,1,25.419999999999998,29.356650000000002,35.4167,25.312099999999997,898,4414,5312
3596,2011-06-03,spring,2011,June,17,no,friday,yes,1,29.52,31.819999999999997,25.0,28.360000000000003,73,485,558,1,25.419999999999998,29.356650000000002,35.4167,25.312099999999997,898,4414,5312
3597,2011-06-03,spring,2011,June,18,no,friday,yes,1,28.7,31.819999999999997,24.0,29.849999999999998,76,488,564,1,25.419999999999998,29.356650000000002,35.4167,25.312099999999997,898,4414,5312
3598,2011-06-03,spring,2011,June,19,no,friday,yes,1,27.880000000000003,31.06,26.0,28.360000000000003,53,338,391,1,25.419999999999998,29.356650000000002,35.4167,25.312099999999997,898,4414,5312
3599,2011-06-03,spring,2011,June,20,no,friday,yes,1,26.240000000000002,31.06,28.999999999999996,16.42,57,236,293,1,25.419999999999998,29.356650000000002,35.4167,25.312099999999997,898,4414,5312
3600,2011-06-03,spring,2011,June,21,no,friday,yes,1,26.240000000000002,31.06,28.999999999999996,10.45,51,196,247,1,25.419999999999998,29.356650000000002,35.4167,25.312099999999997,898,4414,5312
3601,2011-06-03,spring,2011,June,22,no,friday,yes,1,25.419999999999998,31.06,35.0,0.0,26,145,171,1,25.419999999999998,29.356650000000002,35.4167,25.312099999999997,898,4414,5312
3602,2011-06-03,spring,2011,June,23,no,friday,yes,1,23.779999999999998,27.275,46.0,10.45,30,141,171,1,25.419999999999998,29.356650000000002,35.4167,25.312099999999997,898,4414,5312
3603,2011-06-04,spring,2011,June,0,no,saturday,no,1,22.96,26.515,52.0,0.0,24,69,93,1,26.035,29.7348,45.625,12.3142,1869,3473,5342
3604,2011-06-04,spring,2011,June,1,no,saturday,no,1,22.14,25.759999999999998,64.0,10.45,14,80,94,1,26.035,29.7348,45.625,12.3142,1869,3473,5342
3605,2011-06-04,spring,2011,June,2,no,saturday,no,1,22.14,25.759999999999998,56.00000000000001,19.400000000000002,18,41,59,1,26.035,29.7348,45.625,12.3142,1869,3473,5342
3606,2011-06-04,spring,2011,June,3,no,saturday,no,1,21.32,25.0,59.0,10.45,8,10,18,1,26.035,29.7348,45.625,12.3142,1869,3473,5342
3607,2011-06-04,spring,2011,June,4,no,saturday,no,1,21.32,25.0,59.0,8.959999999999999,4,11,15,1,26.035,29.7348,45.625,12.3142,1869,3473,5342
3608,2011-06-04,spring,2011,June,5,no,saturday,no,1,20.5,24.240000000000002,64.0,0.0,3,5,8,1,26.035,29.7348,45.625,12.3142,1869,3473,5342
3609,2011-06-04,spring,2011,June,6,no,saturday,no,1,22.14,25.759999999999998,60.0,0.0,11,17,28,1,26.035,29.7348,45.625,12.3142,1869,3473,5342
3610,2011-06-04,spring,2011,June,7,no,saturday,no,1,22.96,26.515,56.00000000000001,0.0,27,60,87,1,26.035,29.7348,45.625,12.3142,1869,3473,5342
3611,2011-06-04,spring,2011,June,8,no,saturday,no,1,24.599999999999998,31.06,46.0,8.959999999999999,29,96,125,1,26.035,29.7348,45.625,12.3142,1869,3473,5342
3612,2011-06-04,spring,2011,June,9,no,saturday,no,1,25.419999999999998,31.06,43.0,13.43,55,169,224,1,26.035,29.7348,45.625,12.3142,1869,3473,5342
3613,2011-06-04,spring,2011,June,10,no,saturday,no,1,26.240000000000002,31.06,38.0,10.45,115,202,317,1,26.035,29.7348,45.625,12.3142,1869,3473,5342
3614,2011-06-04,spring,2011,June,11,no,saturday,no,1,27.060000000000002,31.06,36.0,13.43,120,249,369,1,26.035,29.7348,45.625,12.3142,1869,3473,5342
3615,2011-06-04,spring,2011,June,12,no,saturday,no,1,28.7,31.819999999999997,32.0,16.42,150,270,420,1,26.035,29.7348,45.625,12.3142,1869,3473,5342
3616,2011-06-04,spring,2011,June,13,no,saturday,no,1,30.34,32.574999999999996,28.000000000000004,13.43,188,268,456,1,26.035,29.7348,45.625,12.3142,1869,3473,5342
3617,2011-06-04,spring,2011,June,14,no,saturday,no,1,30.34,32.574999999999996,33.0,22.39,193,258,451,1,26.035,29.7348,45.625,12.3142,1869,3473,5342
3618,2011-06-04,spring,2011,June,15,no,saturday,no,2,30.34,32.574999999999996,27.0,41.79,180,224,404,1,26.035,29.7348,45.625,12.3142,1869,3473,5342
3619,2011-06-04,spring,2011,June,16,no,saturday,no,2,29.52,32.574999999999996,30.0,13.43,168,272,440,1,26.035,29.7348,45.625,12.3142,1869,3473,5342
3620,2011-06-04,spring,2011,June,17,no,saturday,no,2,29.52,32.574999999999996,34.0,25.369999999999997,142,202,344,1,26.035,29.7348,45.625,12.3142,1869,3473,5342
3621,2011-06-04,spring,2011,June,18,no,saturday,no,2,30.34,32.574999999999996,30.0,16.42,127,214,341,1,26.035,29.7348,45.625,12.3142,1869,3473,5342
3622,2011-06-04,spring,2011,June,19,no,saturday,no,2,28.7,31.819999999999997,39.0,8.959999999999999,79,206,285,1,26.035,29.7348,45.625,12.3142,1869,3473,5342
3623,2011-06-04,spring,2011,June,20,no,saturday,no,2,28.7,32.574999999999996,48.0,8.959999999999999,90,149,239,1,26.035,29.7348,45.625,12.3142,1869,3473,5342
3624,2011-06-04,spring,2011,June,21,no,saturday,no,2,27.060000000000002,31.06,47.0,10.45,46,139,185,1,26.035,29.7348,45.625,12.3142,1869,3473,5342
3625,2011-06-04,spring,2011,June,22,no,saturday,no,1,26.240000000000002,31.06,56.99999999999999,22.39,49,141,190,1,26.035,29.7348,45.625,12.3142,1869,3473,5342
3626,2011-06-04,spring,2011,June,23,no,saturday,no,2,26.240000000000002,31.06,56.99999999999999,0.0,29,121,150,1,26.035,29.7348,45.625,12.3142,1869,3473,5342
3627,2011-06-05,spring,2011,June,0,no,sunday,no,1,26.240000000000002,31.06,56.99999999999999,8.959999999999999,23,90,113,2,26.581653000000003,30.8402,65.25,13.869200000000001,1685,3221,4906
3628,2011-06-05,spring,2011,June,1,no,sunday,no,2,26.240000000000002,31.06,61.0,16.42,26,70,96,2,26.581653000000003,30.8402,65.25,13.869200000000001,1685,3221,4906
3629,2011-06-05,spring,2011,June,2,no,sunday,no,2,26.240000000000002,31.06,61.0,16.42,16,48,64,2,26.581653000000003,30.8402,65.25,13.869200000000001,1685,3221,4906
3630,2011-06-05,spring,2011,June,3,no,sunday,no,2,25.419999999999998,30.305,65.0,16.42,22,25,47,2,26.581653000000003,30.8402,65.25,13.869200000000001,1685,3221,4906
3631,2011-06-05,spring,2011,June,4,no,sunday,no,2,25.419999999999998,30.305,65.0,16.42,4,8,12,2,26.581653000000003,30.8402,65.25,13.869200000000001,1685,3221,4906
3632,2011-06-05,spring,2011,June,5,no,sunday,no,2,25.419999999999998,30.305,61.0,13.43,1,5,6,2,26.581653000000003,30.8402,65.25,13.869200000000001,1685,3221,4906
3633,2011-06-05,spring,2011,June,6,no,sunday,no,2,25.419999999999998,30.305,61.0,10.45,10,11,21,2,26.581653000000003,30.8402,65.25,13.869200000000001,1685,3221,4906
3634,2011-06-05,spring,2011,June,7,no,sunday,no,2,24.599999999999998,29.544999999999998,73.0,25.369999999999997,8,19,27,2,26.581653000000003,30.8402,65.25,13.869200000000001,1685,3221,4906
